"","DR","CRIMETYPE.1","CRIMETYPE.2","CRIMETYPE.3","CRIMETYPE.4","CRIMETYPE.5","CRIMETYPE.6"
"21314",100211160,AGG,AGG,AGG,AGG,AGG,AGG
"21315", 91218777,AGG,AGG,0,AGG,AGG,AGG
"21316",120124092,AGG,AGG,AGG,AGG,AGG,AGG
"21317",112109025,AGG,AGG,0,AGG,AGG,AGG
"21318",111912774,AGG,AGG,AGG,AGG,AGG,AGG
"21319",120319359,AGG,AGG,AGG,AGG,AGG,AGG
"21320",110512205,AGG,AGG,AGG,AGG,AGG,AGG
"21321",141411933,AGG,AGG,AGG,AGG,AGG,AGG
"21322",120108583,AGG,0,AGG,AGG,AGG,AGG
"21323",101305060,AGG,AGG,AGG,AGG,AGG,AGG
"21324",111100809,0,AGG,AGG,AGG,0,0
"21325",101700984,AGG,AGG,AGG,AGG,AGG,AGG
"21326",101219565,AGG,AGG,AGG,AGG,AGG,AGG
"21327",110323982,AGG,AGG,AGG,AGG,AGG,AGG
"21328",141604818,AGG,AGG,AGG,AGG,AGG,AGG
"21329",130411496,AGG,AGG,AGG,AGG,0,AGG
"21330",121518715,AGG,AGG,AGG,AGG,AGG,AGG
"21331", 91315806,AGG,AGG,AGG,AGG,AGG,0
"21332",112115017,AGG,AGG,AGG,AGG,AGG,AGG
"21333",120223262,AGG,AGG,AGG,AGG,AGG,AGG
"21334",112018920,AGG,AGG,AGG,AGG,AGG,AGG
"21335",100804277,AGG,AGG,AGG,AGG,0,0
"21336",120312597,AGG,AGG,AGG,AGG,AGG,0
"21337",101219566,AGG,AGG,AGG,AGG,AGG,AGG
"21338",100818570,AGG,AGG,AGG,AGG,AGG,AGG
"21339",121216816,AGG,AGG,AGG,AGG,AGG,AGG
"21340",121217149,AGG,AGG,AGG,AGG,AGG,AGG
"21341",130810667,AGG,AGG,AGG,AGG,AGG,AGG
"21342",100413970,AGG,AGG,AGG,AGG,AGG,AGG
"21343",130323465,AGG,AGG,AGG,AGG,AGG,0
"21344",122111178,AGG,AGG,AGG,AGG,AGG,AGG
"21345",121317516,AGG,AGG,AGG,AGG,AGG,AGG
"21346", 91126292,AGG,AGG,AGG,AGG,AGG,AGG
"21347",130412285,AGG,AGG,0,AGG,AGG,0
"21348", 92012833,AGG,AGG,AGG,AGG,0,0
"21349",130122208,AGG,AGG,0,AGG,AGG,0
"21350",132020439,AGG,AGG,AGG,AGG,0,AGG
"21351",111000746,AGG,AGG,0,AGG,AGG,AGG
"21352",130717725,AGG,AGG,AGG,AGG,AGG,AGG
"21353",100500666,AGG,AGG,AGG,AGG,AGG,AGG
"21354",141010198,AGG,AGG,AGG,AGG,0,0
"21355",130612052,AGG,AGG,AGG,AGG,AGG,AGG
"21356", 90523539,AGG,AGG,AGG,AGG,AGG,0
"21357", 92015922,AGG,AGG,AGG,AGG,AGG,AGG
"21358",140405311,AGG,AGG,AGG,AGG,AGG,AGG
"21359",120318577,AGG,AGG,AGG,AGG,AGG,AGG
"21360",132106885,AGG,AGG,AGG,AGG,AGG,AGG
"21361",101226740,AGG,AGG,AGG,AGG,AGG,AGG
"21362",131104095,AGG,AGG,AGG,AGG,AGG,AGG
"21363",131614813,AGG,AGG,AGG,AGG,AGG,AGG
"21364", 90314675,AGG,AGG,AGG,AGG,AGG,AGG
"21365",130920082,AGG,AGG,AGG,AGG,AGG,AGG
"21366",111429902,AGG,AGG,AGG,AGG,AGG,AGG
"21367",120407416,AGG,AGG,AGG,AGG,AGG,0
"21368",131117865,AGG,AGG,AGG,AGG,AGG,AGG
"21369",100517428,AGG,AGG,0,AGG,AGG,AGG
"21370",111913642,AGG,AGG,AGG,AGG,0,AGG
"21371",100610132,AGG,AGG,AGG,AGG,AGG,AGG
"21372", 90517843,AGG,AGG,AGG,AGG,AGG,AGG
"21373",121912177,0,AGG,AGG,AGG,0,AGG
"21374", 91019742,AGG,AGG,AGG,AGG,0,AGG
"21375", 91909878,0,AGG,AGG,AGG,AGG,AGG
"21376", 90215176,AGG,AGG,AGG,AGG,AGG,AGG
"21377",132013873,AGG,AGG,AGG,AGG,AGG,AGG
"21378",100211379,AGG,AGG,AGG,AGG,AGG,AGG
"21379",100814738,AGG,AGG,AGG,AGG,AGG,AGG
"21380",120217315,AGG,AGG,AGG,AGG,AGG,AGG
"21381",131307162,AGG,AGG,AGG,AGG,AGG,AGG
"21382",131911930,0,AGG,AGG,AGG,AGG,AGG
"21383",100100869,AGG,AGG,0,0,AGG,0
"21384",141812022,AGG,AGG,AGG,AGG,AGG,AGG
"21385",101214242,AGG,0,AGG,AGG,AGG,AGG
"21386",122014623,AGG,AGG,AGG,AGG,AGG,AGG
"21387",112110824,AGG,AGG,0,AGG,0,AGG
"21388",140608299,AGG,AGG,AGG,AGG,0,AGG
"21389",140509652,AGG,AGG,AGG,AGG,AGG,AGG
"21390", 90807514,AGG,AGG,AGG,0,AGG,0
"21391",110417975,AGG,AGG,AGG,AGG,AGG,AGG
"21392", 90120315,AGG,AGG,AGG,AGG,AGG,AGG
"21393",110307529,AGG,0,AGG,AGG,AGG,AGG
"21394",111906356,0,0,AGG,AGG,0,AGG
"21395",141910335,AGG,AGG,AGG,AGG,AGG,AGG
"21396",121804288,AGG,AGG,AGG,AGG,AGG,AGG
"21397",141418532,AGG,AGG,AGG,AGG,AGG,AGG
"21398",130814455,AGG,AGG,AGG,AGG,AGG,AGG
"21399",111707578,AGG,AGG,AGG,AGG,0,0
"21400",100704605,AGG,AGG,AGG,AGG,AGG,AGG
"21401",120323346,AGG,AGG,AGG,AGG,AGG,AGG
"21402",120812515,AGG,AGG,AGG,AGG,AGG,AGG
"21403", 92108779,AGG,AGG,AGG,AGG,AGG,AGG
"21404",120316876,0,AGG,AGG,AGG,AGG,AGG
"21405",121405748,AGG,AGG,AGG,AGG,AGG,AGG
"21406", 90118147,AGG,AGG,AGG,AGG,AGG,AGG
"21407",121222762,AGG,AGG,AGG,AGG,AGG,AGG
"21408",101723217,AGG,AGG,AGG,AGG,AGG,AGG
"21409",120305170,0,AGG,AGG,AGG,0,0
"21410",120921142,AGG,AGG,AGG,AGG,0,0
"21411",122110140,AGG,AGG,AGG,AGG,AGG,AGG
"21412", 91113030,AGG,AGG,AGG,AGG,AGG,0
"21413",120410965,AGG,AGG,AGG,AGG,AGG,AGG
"21414",100107978,AGG,AGG,AGG,AGG,AGG,AGG
"21415",111606183,AGG,AGG,AGG,AGG,AGG,AGG
"21416",141314455,AGG,AGG,AGG,AGG,AGG,AGG
"21417",111207916,AGG,AGG,AGG,AGG,AGG,AGG
"21418",121222316,AGG,AGG,AGG,AGG,AGG,AGG
"21419", 91221497,AGG,AGG,AGG,AGG,AGG,AGG
"21420",142006612,AGG,AGG,AGG,AGG,0,AGG
"21421",130511487,AGG,AGG,AGG,AGG,AGG,AGG
"21422",121518177,AGG,AGG,AGG,AGG,AGG,AGG
"21423",121818598,AGG,AGG,AGG,AGG,AGG,AGG
"21424",110704776,AGG,AGG,AGG,AGG,AGG,AGG
"21425",111207111,AGG,AGG,AGG,AGG,0,AGG
"21426",101222532,AGG,AGG,AGG,AGG,AGG,AGG
"21427",120206668,AGG,AGG,AGG,AGG,AGG,AGG
"21428",130113500,AGG,AGG,AGG,AGG,AGG,AGG
"21429",131512005,AGG,AGG,AGG,AGG,AGG,AGG
"21430", 91611923,AGG,AGG,AGG,AGG,AGG,AGG
"21431",100616559,AGG,AGG,AGG,AGG,AGG,AGG
"21432",102017543,AGG,AGG,0,AGG,AGG,AGG
"21433",141507059,AGG,AGG,AGG,AGG,AGG,AGG
"21434", 90415344,AGG,AGG,AGG,0,AGG,0
"21435",100806634,AGG,AGG,AGG,AGG,AGG,AGG
"21436",120505813,AGG,AGG,AGG,AGG,AGG,AGG
"21437",110305354,AGG,AGG,AGG,AGG,AGG,AGG
"21438",111612955,AGG,AGG,AGG,AGG,AGG,AGG
"21439",130214265,AGG,AGG,AGG,0,AGG,0
"21440",101805748,AGG,AGG,AGG,AGG,AGG,AGG
"21441",130617260,AGG,AGG,AGG,AGG,AGG,AGG
"21442", 90918150,AGG,AGG,AGG,AGG,AGG,AGG
"21443", 91121244,AGG,AGG,AGG,AGG,AGG,AGG
"21444",120600648,AGG,AGG,AGG,AGG,AGG,AGG
"21445",141405072,AGG,AGG,AGG,AGG,0,AGG
"21446",130815509,AGG,0,0,AGG,AGG,AGG
"21447",140308779,AGG,AGG,AGG,0,AGG,AGG
"21448",101410841,AGG,AGG,AGG,AGG,AGG,AGG
"21449",101510043,AGG,AGG,AGG,AGG,AGG,AGG
"21450", 91715671,AGG,AGG,AGG,AGG,AGG,AGG
"21451",101605710,AGG,AGG,AGG,AGG,AGG,AGG
"21452",121521055,AGG,AGG,AGG,AGG,AGG,AGG
"21453",141709200,AGG,AGG,AGG,AGG,0,AGG
"21454",122119272,AGG,AGG,AGG,0,AGG,AGG
"21455",120714853,AGG,AGG,AGG,AGG,0,0
"21456",131313277,0,AGG,AGG,0,0,0
"21457",101807787,AGG,AGG,AGG,AGG,AGG,AGG
"21458",120605934,AGG,AGG,AGG,AGG,AGG,AGG
"21459",110810237,AGG,AGG,AGG,AGG,AGG,AGG
"21460",121721032,AGG,AGG,AGG,AGG,AGG,AGG
"21461",141504703,AGG,AGG,AGG,AGG,AGG,0
"21462",131011914,AGG,0,0,AGG,AGG,AGG
"21463",111511292,AGG,AGG,AGG,AGG,AGG,AGG
"21464",101923509,AGG,AGG,AGG,AGG,AGG,AGG
"21465",102109909,AGG,0,0,AGG,AGG,0
"21466",112012630,AGG,AGG,AGG,AGG,AGG,AGG
"21467", 91708509,AGG,AGG,AGG,AGG,AGG,AGG
"21468",121423802,AGG,AGG,AGG,AGG,AGG,AGG
"21469",110514968,AGG,AGG,AGG,AGG,AGG,AGG
"21470",102105889,AGG,AGG,AGG,AGG,0,AGG
"21471",111917053,AGG,AGG,AGG,AGG,AGG,AGG
"21472", 90215645,AGG,AGG,AGG,AGG,AGG,AGG
"21473",112013616,AGG,AGG,AGG,AGG,AGG,AGG
"21474",100510657,AGG,AGG,AGG,AGG,AGG,AGG
"21475",121016695,AGG,AGG,AGG,AGG,AGG,AGG
"21476",101911166,AGG,AGG,AGG,AGG,AGG,AGG
"21477",131307158,AGG,AGG,AGG,AGG,0,AGG
"21478",131718119,AGG,AGG,AGG,AGG,AGG,AGG
"21479", 90819889,AGG,AGG,AGG,AGG,AGG,AGG
"21480",110326325,AGG,0,0,AGG,AGG,AGG
"21481", 90618325,AGG,AGG,AGG,AGG,AGG,0
"21482",111310582,AGG,AGG,AGG,AGG,AGG,0
"21483",121912227,AGG,AGG,0,AGG,AGG,0
"21484",121313522,AGG,0,0,AGG,AGG,AGG
"21485",121719313,AGG,AGG,AGG,AGG,AGG,AGG
"21486",121720211,AGG,AGG,AGG,AGG,0,AGG
"21487",101110164,AGG,AGG,AGG,AGG,AGG,AGG
"21488",101009226,AGG,AGG,AGG,AGG,0,0
"21489",141808857,AGG,AGG,AGG,AGG,AGG,AGG
"21490",121224684,AGG,AGG,AGG,AGG,AGG,AGG
"21491", 91501401,AGG,AGG,AGG,AGG,AGG,0
"21492", 90328947,AGG,0,AGG,AGG,AGG,AGG
"21493",110921942,AGG,AGG,AGG,AGG,AGG,AGG
"21494", 91322623,AGG,AGG,AGG,AGG,AGG,AGG
"21495",131514625,AGG,AGG,AGG,AGG,AGG,AGG
"21496",142109760,AGG,AGG,AGG,AGG,AGG,0
"21497", 91414238,AGG,AGG,AGG,AGG,0,0
"21498",101806991,AGG,AGG,AGG,AGG,AGG,AGG
"21499",100412635,AGG,AGG,AGG,AGG,AGG,AGG
"21500",121817334,0,AGG,AGG,AGG,0,0
"21501", 92025301,AGG,AGG,AGG,AGG,AGG,AGG
"21502",130125165,AGG,AGG,AGG,AGG,AGG,AGG
"21503", 91100544,AGG,AGG,AGG,AGG,AGG,AGG
"21504",100607721,AGG,AGG,AGG,AGG,AGG,AGG
"21505", 91324881,AGG,AGG,AGG,AGG,AGG,AGG
"21506",111517155,0,AGG,AGG,0,AGG,AGG
"21507",131009344,0,AGG,AGG,AGG,AGG,AGG
"21508",140404723,AGG,AGG,AGG,AGG,AGG,AGG
"21509", 90804936,AGG,AGG,AGG,AGG,AGG,AGG
"21510",120506240,AGG,AGG,AGG,AGG,AGG,AGG
"21511",110413028,0,AGG,AGG,AGG,AGG,AGG
"21512", 91308960,AGG,AGG,0,AGG,AGG,AGG
"21513",110215216,AGG,AGG,0,AGG,AGG,0
"21514",121206353,AGG,AGG,AGG,AGG,0,0
"21515", 91219075,AGG,0,AGG,AGG,AGG,AGG
"21516",140206600,AGG,AGG,AGG,AGG,0,0
"21517",122007463,AGG,AGG,AGG,AGG,AGG,AGG
"21518",101911669,AGG,AGG,AGG,AGG,AGG,AGG
"21519",100628401,0,AGG,AGG,AGG,0,AGG
"21520",141813216,AGG,AGG,AGG,AGG,AGG,AGG
"21521",120706966,AGG,AGG,AGG,AGG,AGG,AGG
"21522",130914920,AGG,AGG,AGG,AGG,AGG,AGG
"21523",131900946,AGG,AGG,AGG,AGG,AGG,AGG
"21524",101315073,AGG,AGG,AGG,AGG,AGG,AGG
"21525",120221470,AGG,AGG,0,AGG,AGG,0
"21526",140208856,AGG,AGG,AGG,AGG,AGG,AGG
"21527", 90123536,AGG,AGG,AGG,AGG,AGG,AGG
"21528",130704182,AGG,AGG,AGG,AGG,AGG,AGG
"21529", 91309388,AGG,AGG,AGG,AGG,AGG,AGG
"21530", 91101482,AGG,AGG,AGG,AGG,AGG,AGG
"21531",141314517,AGG,AGG,AGG,AGG,AGG,AGG
"21532",110513920,AGG,AGG,AGG,AGG,AGG,AGG
"21533",100909006,AGG,AGG,0,AGG,AGG,AGG
"21534", 92025238,AGG,AGG,AGG,AGG,AGG,AGG
"21535",130710515,AGG,AGG,AGG,AGG,AGG,AGG
"21536",131312572,AGG,AGG,AGG,AGG,AGG,AGG
"21537",142111147,AGG,AGG,AGG,AGG,0,0
"21538",101706758,0,AGG,AGG,AGG,AGG,0
"21539", 91610079,AGG,AGG,AGG,AGG,AGG,AGG
"21540",130317752,AGG,AGG,AGG,AGG,AGG,AGG
"21541", 91111122,AGG,AGG,AGG,AGG,AGG,AGG
"21542", 92021090,AGG,AGG,AGG,AGG,AGG,AGG
"21543",110110231,AGG,AGG,AGG,AGG,AGG,AGG
"21544",101010315,AGG,AGG,AGG,AGG,0,AGG
"21545",120712273,AGG,AGG,AGG,AGG,AGG,AGG
"21546",121005016,AGG,AGG,AGG,AGG,AGG,0
"21547", 91921055,AGG,AGG,AGG,AGG,AGG,AGG
"21548",101521790,AGG,AGG,AGG,AGG,AGG,AGG
"21549",101611281,AGG,AGG,AGG,AGG,AGG,AGG
"21550",121713834,AGG,AGG,AGG,AGG,AGG,AGG
"21551",120105203,AGG,AGG,AGG,AGG,AGG,AGG
"21552",121315719,AGG,AGG,AGG,AGG,0,AGG
"21553",101823267,AGG,AGG,AGG,AGG,AGG,AGG
"21554",121414907,AGG,AGG,AGG,AGG,AGG,AGG
"21555",112012810,AGG,AGG,AGG,AGG,AGG,AGG
"21556",112119613,AGG,AGG,AGG,AGG,AGG,AGG
"21557",132111750,AGG,AGG,AGG,AGG,AGG,AGG
"21558",112013595,AGG,AGG,AGG,AGG,AGG,AGG
"21559",121114938,AGG,AGG,AGG,AGG,AGG,AGG
"21560",101820730,AGG,AGG,AGG,AGG,AGG,AGG
"21561", 91913165,AGG,AGG,AGG,AGG,0,0
"21562",122109302,AGG,AGG,AGG,AGG,AGG,0
"21563",111113715,AGG,AGG,AGG,AGG,AGG,0
"21564",120116716,0,AGG,AGG,0,AGG,AGG
"21565",141909500,AGG,AGG,AGG,AGG,AGG,AGG
"21566",121713461,AGG,AGG,AGG,AGG,AGG,AGG
"21567",131518771,AGG,AGG,AGG,AGG,AGG,AGG
"21568",120105616,AGG,AGG,AGG,AGG,AGG,AGG
"21569", 90805260,AGG,AGG,AGG,AGG,AGG,AGG
"21570",141712447,AGG,AGG,AGG,AGG,AGG,AGG
"21571",121922211,0,AGG,AGG,AGG,AGG,0
"21572", 92100922,AGG,AGG,AGG,AGG,AGG,AGG
"21573", 90623472,AGG,AGG,AGG,AGG,AGG,AGG
"21574",100216894,AGG,AGG,AGG,AGG,AGG,AGG
"21575",110923207,AGG,AGG,AGG,AGG,0,AGG
"21576",111511334,AGG,AGG,AGG,AGG,AGG,AGG
"21577",121719470,AGG,AGG,AGG,AGG,AGG,AGG
"21578",121510780,AGG,AGG,AGG,AGG,AGG,AGG
"21579",101515503,0,AGG,AGG,AGG,AGG,AGG
"21580",122115978,AGG,AGG,AGG,AGG,AGG,AGG
"21581",101020239,0,AGG,0,AGG,0,AGG
"21582", 91707235,AGG,0,0,AGG,AGG,AGG
"21583",110916982,AGG,AGG,AGG,AGG,AGG,AGG
"21584",131008744,AGG,AGG,AGG,AGG,AGG,AGG
"21585",120912299,AGG,AGG,0,AGG,AGG,0
"21586",130811637,AGG,AGG,AGG,AGG,AGG,AGG
"21587", 91319291,AGG,AGG,AGG,AGG,AGG,0
"21588", 90322644,0,AGG,AGG,AGG,AGG,AGG
"21589", 90906835,AGG,AGG,AGG,AGG,AGG,AGG
"21590",110221715,AGG,AGG,AGG,AGG,AGG,AGG
"21591",130914797,AGG,AGG,AGG,AGG,AGG,AGG
"21592",101306447,AGG,AGG,AGG,AGG,AGG,AGG
"21593",131605198,AGG,AGG,AGG,AGG,AGG,AGG
"21594", 90223004,AGG,AGG,AGG,AGG,0,AGG
"21595", 91021291,AGG,AGG,AGG,AGG,AGG,AGG
"21596",111918377,AGG,AGG,AGG,AGG,AGG,AGG
"21597",101913262,AGG,AGG,AGG,AGG,AGG,AGG
"21598",130416821,AGG,AGG,AGG,AGG,AGG,AGG
"21599",131520439,AGG,AGG,AGG,AGG,AGG,AGG
"21600",131923607,AGG,AGG,AGG,AGG,0,AGG
"21601", 90309998,AGG,AGG,AGG,AGG,AGG,AGG
"21602",111410284,AGG,AGG,AGG,AGG,AGG,AGG
"21603",110311759,AGG,AGG,AGG,AGG,AGG,AGG
"21604",110606999,AGG,AGG,AGG,AGG,AGG,AGG
"21605",131416983,AGG,AGG,AGG,AGG,AGG,AGG
"21606",121121888,AGG,AGG,AGG,AGG,AGG,AGG
"21607", 90813692,0,AGG,AGG,AGG,0,AGG
"21608",141214505,AGG,AGG,AGG,AGG,AGG,AGG
"21609",111714885,AGG,AGG,AGG,AGG,0,0
"21610",141212313,AGG,AGG,AGG,AGG,AGG,AGG
"21611", 90520771,AGG,AGG,AGG,AGG,AGG,AGG
"21612",141411831,AGG,AGG,AGG,AGG,AGG,AGG
"21613",130710012,AGG,AGG,AGG,AGG,AGG,AGG
"21614",102110921,AGG,AGG,AGG,AGG,AGG,AGG
"21615",121224295,AGG,AGG,AGG,AGG,AGG,AGG
"21616",120707154,AGG,AGG,AGG,AGG,AGG,AGG
"21617",142106514,AGG,AGG,AGG,AGG,0,AGG
"21618",130404883,AGG,AGG,AGG,0,AGG,AGG
"21619",121412222,AGG,AGG,AGG,AGG,AGG,AGG
"21620",121917215,AGG,AGG,AGG,0,AGG,AGG
"21621",101214670,AGG,AGG,AGG,AGG,AGG,AGG
"21622",110216997,AGG,AGG,AGG,AGG,AGG,0
"21623",130914670,AGG,AGG,AGG,AGG,AGG,AGG
"21624",140313612,AGG,AGG,AGG,AGG,AGG,AGG
"21625",111916026,AGG,AGG,AGG,AGG,0,AGG
"21626",131115406,AGG,AGG,AGG,AGG,0,AGG
"21627",111007387,AGG,AGG,AGG,AGG,AGG,AGG
"21628",120414181,AGG,AGG,AGG,0,AGG,0
"21629",110412851,AGG,AGG,0,AGG,AGG,0
"21630", 90122840,0,AGG,AGG,AGG,AGG,AGG
"21631",141609774,AGG,AGG,AGG,AGG,AGG,AGG
"21632", 91310206,AGG,AGG,AGG,AGG,AGG,AGG
"21633", 90523436,AGG,AGG,AGG,AGG,AGG,AGG
"21634",131705078,0,AGG,AGG,AGG,AGG,AGG
"21635",131119880,AGG,AGG,AGG,AGG,0,AGG
"21636",101011915,AGG,AGG,AGG,AGG,AGG,0
"21637",120215907,AGG,AGG,0,0,AGG,0
"21638",101800510,AGG,AGG,AGG,AGG,AGG,AGG
"21639",100315551,AGG,AGG,AGG,AGG,AGG,AGG
"21640",101105442,AGG,AGG,AGG,AGG,AGG,AGG
"21641",121615412,AGG,AGG,AGG,AGG,AGG,AGG
"21642",120814105,AGG,AGG,AGG,AGG,AGG,AGG
"21643",121206918,AGG,AGG,AGG,AGG,AGG,AGG
"21644",100704986,0,AGG,AGG,AGG,0,0
"21645", 92006521,AGG,0,AGG,AGG,AGG,AGG
"21646",110319072,AGG,AGG,AGG,AGG,AGG,AGG
"21647",131815119,AGG,AGG,AGG,AGG,AGG,AGG
"21648",130919870,AGG,0,0,AGG,AGG,AGG
"21649", 90300644,AGG,AGG,AGG,AGG,AGG,AGG
"21650",101800821,AGG,AGG,AGG,AGG,AGG,AGG
"21651",101216881,AGG,AGG,0,AGG,AGG,AGG
"21652", 91504321,AGG,AGG,AGG,AGG,0,AGG
"21653", 90614047,AGG,AGG,AGG,AGG,AGG,0
"21654",121210635,AGG,AGG,AGG,AGG,AGG,AGG
"21655",102005508,AGG,AGG,AGG,AGG,AGG,AGG
"21656",101010068,AGG,AGG,AGG,AGG,AGG,AGG
"21657",100415380,AGG,AGG,AGG,AGG,AGG,AGG
"21658",101221359,AGG,AGG,AGG,AGG,AGG,0
"21659",111615895,AGG,AGG,AGG,AGG,AGG,AGG
"21660",110709661,AGG,AGG,AGG,AGG,AGG,0
"21661",101325871,AGG,AGG,AGG,AGG,AGG,AGG
"21662",131006992,AGG,AGG,AGG,AGG,0,AGG
"21663",130715566,AGG,AGG,AGG,AGG,AGG,AGG
"21664",131405226,0,AGG,AGG,AGG,0,AGG
"21665",100618317,AGG,AGG,AGG,AGG,AGG,AGG
"21666",131223070,AGG,AGG,AGG,AGG,AGG,AGG
"21667",120220247,AGG,AGG,AGG,AGG,AGG,AGG
"21668",110318855,AGG,AGG,AGG,AGG,AGG,AGG
"21669",142004032,AGG,AGG,AGG,AGG,AGG,AGG
"21670", 91512225,AGG,AGG,AGG,AGG,AGG,AGG
"21671",132017510,AGG,AGG,AGG,AGG,AGG,AGG
"21672",121611930,AGG,AGG,AGG,0,AGG,0
"21673",121410496,AGG,AGG,AGG,AGG,AGG,AGG
"21674",141108149,AGG,AGG,AGG,AGG,AGG,AGG
"21675", 90204833,AGG,AGG,AGG,AGG,AGG,0
"21676",141308020,AGG,AGG,AGG,AGG,AGG,AGG
"21677",101812919,AGG,AGG,AGG,AGG,AGG,AGG
"21678",121207744,AGG,AGG,0,AGG,AGG,0
"21679",131018625,0,0,AGG,AGG,AGG,AGG
"21680",131206594,AGG,AGG,AGG,AGG,AGG,AGG
"21681",120301306,AGG,AGG,AGG,AGG,AGG,AGG
"21682",110810898,AGG,AGG,AGG,AGG,AGG,AGG
"21683",100516297,AGG,AGG,AGG,AGG,AGG,AGG
"21684",111427611,AGG,AGG,AGG,0,AGG,0
"21685",111223090,AGG,AGG,AGG,AGG,AGG,AGG
"21686",140314802,AGG,AGG,AGG,AGG,AGG,AGG
"21687", 91411002,AGG,AGG,AGG,AGG,AGG,AGG
"21688", 91226112,AGG,AGG,AGG,AGG,AGG,AGG
"21689",102119427,AGG,AGG,AGG,AGG,0,AGG
"21690",130612222,AGG,AGG,AGG,AGG,AGG,0
"21691",111715525,AGG,AGG,AGG,AGG,AGG,AGG
"21692",101111021,AGG,AGG,AGG,AGG,0,AGG
"21693", 91117229,AGG,AGG,AGG,AGG,AGG,AGG
"21694", 91811224,AGG,AGG,AGG,AGG,AGG,AGG
"21695",101519299,AGG,AGG,AGG,AGG,AGG,0
"21696",131316328,AGG,AGG,AGG,AGG,AGG,AGG
"21697",122104021,AGG,AGG,AGG,AGG,AGG,AGG
"21698",121519683,AGG,AGG,AGG,AGG,AGG,AGG
"21699",131311333,AGG,AGG,AGG,AGG,AGG,AGG
"21700", 91719333,AGG,AGG,AGG,AGG,AGG,AGG
"21701", 91234099,AGG,AGG,AGG,AGG,AGG,AGG
"21702",121910699,AGG,AGG,AGG,AGG,AGG,AGG
"21703", 91232618,AGG,AGG,AGG,AGG,AGG,AGG
"21704",120812781,AGG,0,AGG,AGG,AGG,AGG
"21705",130200515,AGG,AGG,AGG,AGG,AGG,AGG
"21706", 90212934,AGG,AGG,AGG,AGG,AGG,AGG
"21707",131907368,AGG,AGG,AGG,AGG,AGG,AGG
"21708",110707353,0,AGG,AGG,AGG,0,AGG
"21709",120620476,0,AGG,AGG,AGG,AGG,AGG
"21710",110218544,AGG,AGG,AGG,AGG,AGG,AGG
"21711",130210659,AGG,AGG,AGG,AGG,AGG,AGG
"21712",140606301,AGG,AGG,AGG,AGG,AGG,AGG
"21713", 90418947,AGG,AGG,AGG,AGG,AGG,AGG
"21714", 91317880,AGG,0,AGG,AGG,AGG,AGG
"21715",130914728,0,AGG,AGG,AGG,AGG,AGG
"21716",101208716,AGG,AGG,AGG,AGG,AGG,AGG
"21717",130715403,AGG,AGG,AGG,AGG,0,AGG
"21718",120615351,0,AGG,AGG,AGG,AGG,AGG
"21719", 91314246,AGG,AGG,AGG,AGG,AGG,AGG
"21720", 90100582,0,AGG,AGG,AGG,AGG,AGG
"21721",121424194,0,AGG,AGG,AGG,AGG,AGG
"21722", 92026229,AGG,AGG,AGG,AGG,AGG,AGG
"21723",110314597,AGG,AGG,AGG,AGG,AGG,AGG
"21724",120507038,AGG,AGG,AGG,AGG,AGG,AGG
"21725",110626436,AGG,AGG,AGG,AGG,AGG,0
"21726",131014068,AGG,AGG,AGG,AGG,AGG,AGG
"21727",132006074,AGG,0,AGG,AGG,0,AGG
"21728",110807632,AGG,AGG,AGG,AGG,AGG,AGG
"21729",111517412,AGG,AGG,AGG,AGG,AGG,0
"21730",111419320,0,AGG,AGG,AGG,AGG,AGG
"21731",110904240,AGG,AGG,AGG,AGG,AGG,AGG
"21732",110520228,AGG,AGG,AGG,AGG,AGG,0
"21733",121212783,AGG,AGG,AGG,AGG,AGG,AGG
"21734",121112727,AGG,AGG,AGG,AGG,AGG,AGG
"21735",140807931,AGG,0,AGG,AGG,AGG,AGG
"21736",141204813,AGG,0,0,AGG,AGG,AGG
"21737",111006689,AGG,AGG,AGG,0,AGG,AGG
"21738", 91518558,AGG,AGG,AGG,AGG,AGG,AGG
"21739",122004488,0,AGG,AGG,AGG,AGG,AGG
"21740",101413695,AGG,AGG,AGG,AGG,AGG,AGG
"21741",101700554,AGG,AGG,AGG,AGG,AGG,AGG
"21742",101716901,AGG,0,AGG,AGG,AGG,AGG
"21743",101701047,AGG,AGG,AGG,AGG,AGG,AGG
"21744", 90714559,AGG,AGG,AGG,AGG,AGG,AGG
"21745",110816844,AGG,AGG,AGG,AGG,AGG,AGG
"21746",110111146,AGG,AGG,0,AGG,AGG,AGG
"21747",140905373,0,AGG,AGG,AGG,0,AGG
"21748",132010767,AGG,AGG,AGG,AGG,AGG,AGG
"21749",131520085,AGG,AGG,AGG,AGG,AGG,AGG
"21750",121719427,AGG,AGG,AGG,AGG,0,AGG
"21751",110214280,AGG,AGG,AGG,AGG,AGG,AGG
"21752",111920286,AGG,AGG,AGG,AGG,AGG,AGG
"21753",111008314,AGG,AGG,AGG,AGG,AGG,AGG
"21754",120305341,AGG,AGG,AGG,AGG,AGG,AGG
"21755",131311395,AGG,AGG,AGG,AGG,AGG,AGG
"21756",121804183,AGG,AGG,AGG,AGG,AGG,AGG
"21757",101406449,AGG,AGG,AGG,AGG,AGG,AGG
"21758",110818087,AGG,0,AGG,AGG,0,AGG
"21759",120405054,AGG,AGG,AGG,AGG,AGG,AGG
